Investor_ID,Age,Age_Group,Gender,State,City_Tier,Monthly_SIP,Occupation,Income_Range
5246,29,18-29,Female,West Bengal,Tier 1,5913.62,Salaried,5L-10L
5247,35,30-44,Female,Gujarat,Tier 1,9406.8,Salaried,5L-10L
5248,51,45-59,Male,Karnataka,Tier 1,1343.3,Retired,Below 5L
5249,52,45-59,Male,Karnataka,Tier 1,16270.9,Salaried,10L-20L
5250,73,60+,Male,Delhi,Tier 2,5108.86,Salaried,5L-10L
5251,28,18-29,Male,Maharashtra,Tier 2,2159.49,Student,5L-10L
5252,73,60+,Male,Gujarat,Tier 3,4212.59,Business,5L-10L
5253,70,60+,Male,West Bengal,Tier 1,7171.14,Retired,5L-10L
5254,47,45-59,Female,Uttar Pradesh,Tier 2,9106.96,Retired,5L-10L
5255,62,60+,Female,Maharashtra,Tier 3,2342.07,Professional,5L-10L
5256,67,60+,Female,Maharashtra,Tier 1,2594.56,Salaried,5L-10L
5257,28,18-29,Female,Karnataka,Tier 1,9014.7,Salaried,5L-10L
5258,63,60+,Male,Uttar Pradesh,Tier 1,9644.75,Salaried,5L-10L
5259,69,60+,Male,West Bengal,Tier 3,6313.22,Business,5L-10L
5260,21,18-29,Male,Uttar Pradesh,Tier 2,6251.43,Salaried,5L-10L
5261,72,60+,Female,Gujarat,Tier 1,1947.29,Retired,Below 5L
5262,53,45-59,Male,Tamil Nadu,Tier 3,16131.07,Student,10L-20L
5263,27,18-29,Male,Uttar Pradesh,Tier 1,9992.81,Student,5L-10L
5264,71,60+,Male,West Bengal,Tier 1,10768.51,Professional,10L-20L
5265,51,45-59,Female,Uttar Pradesh,Tier 2,1588.06,Business,Below 5L
5266,48,45-59,Male,Karnataka,Tier 2,21116.1,Business,10L-20L
5267,49,45-59,Female,Uttar Pradesh,Tier 3,3448.87,Salaried,5L-10L
5268,67,60+,Male,Maharashtra,Tier 2,6226.5,Professional,5L-10L
5269,45,45-59,Male,Maharashtra,Tier 2,11947.66,Student,10L-20L
5270,60,60+,Male,Tamil Nadu,Tier 1,1031.59,Salaried,Below 5L
5271,54,45-59,Male,Maharashtra,Tier 1,2415.67,Business,5L-10L
5272,49,45-59,Male,Delhi,Tier 1,2795.97,Salaried,5L-10L
5273,49,45-59,Male,Tamil Nadu,Tier 1,7936.04,Student,5L-10L
5274,34,30-44,Male,Uttar Pradesh,Tier 2,2251.78,Professional,5L-10L
5275,51,45-59,Male,Maharashtra,Tier 1,2977.74,Retired,5L-10L
5276,52,45-59,Male,Karnataka,Tier 3,2886.51,Salaried,5L-10L
5277,74,60+,Male,Karnataka,Tier 3,12650.69,Business,10L-20L
5278,74,60+,Male,West Bengal,Tier 3,517.04,Professional,Below 5L
5279,56,45-59,Male,Delhi,Tier 2,1256.33,Salaried,Below 5L
5280,38,30-44,Male,Tamil Nadu,Tier 1,13678.13,Business,10L-20L
5281,49,45-59,Female,Tamil Nadu,Tier 2,5204.21,Business,5L-10L
5282,51,45-59,Female,Maharashtra,Tier 1,975.42,Professional,Below 5L
5283,51,45-59,Male,Maharashtra,Tier 3,3713.84,Business,5L-10L
5284,25,18-29,Male,Gujarat,Tier 2,14314.25,Business,10L-20L
5285,33,30-44,Female,Uttar Pradesh,Tier 2,7550.4,Student,5L-10L
5286,52,45-59,Male,Delhi,Tier 2,1978.33,Retired,Below 5L
5287,40,30-44,Female,Tamil Nadu,Tier 3,3350.52,Professional,5L-10L
5288,39,30-44,Male,Maharashtra,Tier 1,3873.82,Student,5L-10L
5289,48,45-59,Female,Uttar Pradesh,Tier 1,7736.0,Retired,5L-10L
5290,46,45-59,Female,Tamil Nadu,Tier 2,8030.6,Salaried,5L-10L
5291,55,45-59,Male,Uttar Pradesh,Tier 2,2238.83,Student,5L-10L
5292,36,30-44,Male,Delhi,Tier 2,6974.93,Retired,5L-10L
5293,71,60+,Female,Karnataka,Tier 2,18697.21,Business,10L-20L
5294,62,60+,Female,Delhi,Tier 1,876.7,Professional,Below 5L
5295,53,45-59,Male,Tamil Nadu,Tier 2,8944.58,Student,5L-10L
5296,66,60+,Male,Maharashtra,Tier 1,5000.27,Salaried,5L-10L
5297,73,60+,Male,Tamil Nadu,Tier 1,2895.59,Student,5L-10L
5298,26,18-29,Female,Gujarat,Tier 1,8296.64,Business,5L-10L
5299,52,45-59,Male,Uttar Pradesh,Tier 2,2471.7,Professional,5L-10L
5300,18,18-29,Female,Delhi,Tier 2,2540.67,Student,5L-10L
5301,50,45-59,Male,Gujarat,Tier 1,3970.3,Student,5L-10L
5302,34,30-44,Female,Tamil Nadu,Tier 3,3559.72,Business,5L-10L
5303,74,60+,Male,West Bengal,Tier 1,1213.72,Professional,Below 5L
5304,43,30-44,Female,Tamil Nadu,Tier 1,627.83,Business,Below 5L
5305,30,30-44,Male,Uttar Pradesh,Tier 1,5506.87,Business,5L-10L
5306,22,18-29,Male,Gujarat,Tier 1,2539.29,Retired,5L-10L
5307,36,30-44,Female,Maharashtra,Tier 3,4204.85,Retired,5L-10L
5308,74,60+,Male,Maharashtra,Tier 3,1650.11,Retired,Below 5L
5309,59,45-59,Male,Delhi,Tier 1,4693.49,Retired,5L-10L
5310,26,18-29,Male,Uttar Pradesh,Tier 1,2510.26,Student,5L-10L
5311,23,18-29,Female,Gujarat,Tier 3,5217.69,Student,5L-10L
5312,38,30-44,Male,Delhi,Tier 1,6148.47,Business,5L-10L
5313,66,60+,Male,Delhi,Tier 1,515.15,Professional,Below 5L
5314,39,30-44,Male,Karnataka,Tier 3,3320.99,Retired,5L-10L
5315,70,60+,Male,Uttar Pradesh,Tier 1,6972.5,Business,5L-10L
5316,74,60+,Male,Delhi,Tier 2,7231.14,Professional,5L-10L
5317,56,45-59,Male,Uttar Pradesh,Tier 2,2896.5,Business,5L-10L
5318,65,60+,Male,Uttar Pradesh,Tier 2,9100.71,Retired,5L-10L
5319,68,60+,Male,Delhi,Tier 1,5753.2,Retired,5L-10L
5320,22,18-29,Male,Karnataka,Tier 2,23137.6,Student,10L-20L
5321,39,30-44,Male,Delhi,Tier 2,4092.55,Salaried,5L-10L
5322,67,60+,Male,Delhi,Tier 2,2853.94,Salaried,5L-10L
5323,24,18-29,Female,Uttar Pradesh,Tier 3,13086.47,Retired,10L-20L
5324,74,60+,Male,Delhi,Tier 1,3083.09,Business,5L-10L
5325,43,30-44,Male,Gujarat,Tier 1,5613.33,Student,5L-10L
5326,42,30-44,Male,Karnataka,Tier 1,9237.14,Professional,5L-10L
5327,22,18-29,Female,Maharashtra,Tier 3,3586.71,Business,5L-10L
5328,49,45-59,Female,Delhi,Tier 1,3415.41,Business,5L-10L
5329,25,18-29,Male,Gujarat,Tier 2,2202.19,Salaried,5L-10L
5330,26,18-29,Male,Gujarat,Tier 1,16868.55,Student,10L-20L
5331,71,60+,Male,Gujarat,Tier 1,14910.61,Retired,10L-20L
5332,45,45-59,Male,Karnataka,Tier 1,3635.37,Retired,5L-10L
5333,37,30-44,Male,West Bengal,Tier 1,2481.72,Retired,5L-10L
5334,21,18-29,Female,West Bengal,Tier 1,1183.56,Business,Below 5L
5335,20,18-29,Male,Karnataka,Tier 1,3748.08,Professional,5L-10L
5336,61,60+,Male,Tamil Nadu,Tier 2,11722.17,Business,10L-20L
5337,58,45-59,Male,Delhi,Tier 2,10669.78,Retired,10L-20L
5338,59,45-59,Male,Maharashtra,Tier 1,1117.72,Professional,Below 5L
5339,28,18-29,Other,Maharashtra,Tier 1,3826.56,Salaried,5L-10L
5340,65,60+,Male,Tamil Nadu,Tier 1,8953.42,Salaried,5L-10L
5341,46,45-59,Male,Maharashtra,Tier 1,9509.35,Professional,5L-10L
5342,60,60+,Male,Delhi,Tier 2,14115.03,Student,10L-20L
5343,39,30-44,Female,Maharashtra,Tier 2,1635.38,Salaried,Below 5L
5344,25,18-29,Male,Delhi,Tier 3,3179.3,Business,5L-10L
5345,63,60+,Male,Karnataka,Tier 3,15941.63,Retired,10L-20L
5346,51,45-59,Male,West Bengal,Tier 2,2080.01,Salaried,5L-10L
5347,48,45-59,Male,Karnataka,Tier 1,2538.55,Professional,5L-10L
5348,21,18-29,Male,Delhi,Tier 1,1778.71,Salaried,Below 5L
5349,32,30-44,Male,West Bengal,Tier 1,4368.56,Professional,5L-10L
5350,35,30-44,Male,West Bengal,Tier 1,4272.33,Professional,5L-10L
5351,28,18-29,Female,Uttar Pradesh,Tier 1,8995.54,Student,5L-10L
5352,44,30-44,Female,Delhi,Tier 1,3162.11,Salaried,5L-10L
5353,36,30-44,Female,Karnataka,Tier 1,1939.9,Retired,Below 5L
5354,67,60+,Male,Delhi,Tier 2,9381.78,Salaried,5L-10L
5355,26,18-29,Male,Tamil Nadu,Tier 3,5742.13,Professional,5L-10L
5356,42,30-44,Male,Karnataka,Tier 1,1349.53,Salaried,Below 5L
5357,39,30-44,Female,Maharashtra,Tier 3,4721.91,Retired,5L-10L
5358,40,30-44,Male,Karnataka,Tier 1,3579.71,Student,5L-10L
5359,54,45-59,Male,Maharashtra,Tier 2,9846.72,Student,5L-10L
5360,27,18-29,Male,Maharashtra,Tier 2,5102.12,Student,5L-10L
5361,34,30-44,Female,Tamil Nadu,Tier 1,8330.66,Professional,5L-10L
5362,69,60+,Female,Karnataka,Tier 1,3613.75,Business,5L-10L
5363,30,30-44,Male,Karnataka,Tier 2,20162.49,Professional,10L-20L
5364,21,18-29,Female,Tamil Nadu,Tier 3,8541.97,Retired,5L-10L
5365,49,45-59,Male,West Bengal,Tier 1,5064.0,Student,5L-10L
5366,45,45-59,Male,Karnataka,Tier 1,8878.46,Professional,5L-10L
5367,47,45-59,Male,West Bengal,Tier 3,2430.82,Professional,5L-10L
5368,63,60+,Male,Maharashtra,Tier 2,19458.8,Student,10L-20L
5369,57,45-59,Female,Uttar Pradesh,Tier 1,3180.61,Salaried,5L-10L
5370,38,30-44,Male,Uttar Pradesh,Tier 1,2813.25,Retired,5L-10L
5371,32,30-44,Male,West Bengal,Tier 2,8245.62,Business,5L-10L
5372,20,18-29,Male,Delhi,Tier 2,5479.17,Business,5L-10L
5373,34,30-44,Male,Uttar Pradesh,Tier 1,7811.57,Retired,5L-10L
5374,32,30-44,Female,Uttar Pradesh,Tier 2,8060.43,Professional,5L-10L
5375,50,45-59,Female,Tamil Nadu,Tier 2,5560.7,Student,5L-10L
5376,22,18-29,Female,Uttar Pradesh,Tier 1,9806.01,Student,5L-10L
5377,25,18-29,Male,Tamil Nadu,Tier 1,6980.88,Retired,5L-10L
5378,26,18-29,Male,West Bengal,Tier 1,4807.47,Retired,5L-10L
5379,43,30-44,Female,Delhi,Tier 2,7659.63,Student,5L-10L
5380,19,18-29,Male,Maharashtra,Tier 1,3944.08,Student,5L-10L
5381,54,45-59,Male,Delhi,Tier 1,3820.44,Retired,5L-10L
5382,53,45-59,Male,Karnataka,Tier 2,2574.95,Professional,5L-10L
5383,29,18-29,Female,Delhi,Tier 1,9891.79,Business,5L-10L
5384,36,30-44,Female,Tamil Nadu,Tier 3,2278.52,Business,5L-10L
5385,44,30-44,Male,Gujarat,Tier 3,1947.54,Salaried,Below 5L
5386,41,30-44,Female,Karnataka,Tier 2,1739.6,Retired,Below 5L
5387,19,18-29,Female,West Bengal,Tier 1,5901.35,Salaried,5L-10L
5388,33,30-44,Male,Uttar Pradesh,Tier 3,1612.5,Salaried,Below 5L
5389,19,18-29,Female,Uttar Pradesh,Tier 3,10608.14,Business,10L-20L
5390,38,30-44,Male,West Bengal,Tier 3,6487.79,Student,5L-10L
5391,27,18-29,Female,Uttar Pradesh,Tier 1,8299.04,Student,5L-10L
5392,59,45-59,Male,Delhi,Tier 2,1258.91,Student,Below 5L
5393,34,30-44,Male,Delhi,Tier 3,575.45,Retired,Below 5L
5394,29,18-29,Female,Maharashtra,Tier 2,923.81,Business,Below 5L
5395,24,18-29,Male,West Bengal,Tier 2,6152.41,Retired,5L-10L
5396,26,18-29,Female,Karnataka,Tier 1,1045.23,Retired,Below 5L
5397,63,60+,Male,Maharashtra,Tier 2,3695.08,Professional,5L-10L
5398,67,60+,Male,Tamil Nadu,Tier 3,8623.01,Student,5L-10L
5399,27,18-29,Male,Tamil Nadu,Tier 2,2713.17,Professional,5L-10L
5400,33,30-44,Female,Maharashtra,Tier 3,740.93,Professional,Below 5L
5401,18,18-29,Male,Karnataka,Tier 1,11245.25,Business,10L-20L
5402,26,18-29,Female,Maharashtra,Tier 1,6659.46,Student,5L-10L
5403,30,30-44,Male,Uttar Pradesh,Tier 1,679.2,Salaried,Below 5L
5404,65,60+,Male,Maharashtra,Tier 2,2461.46,Professional,5L-10L
5405,33,30-44,Male,Karnataka,Tier 3,2828.66,Professional,5L-10L
5406,51,45-59,Female,Tamil Nadu,Tier 3,10650.43,Salaried,10L-20L
5407,58,45-59,Female,Gujarat,Tier 3,948.81,Salaried,Below 5L
5408,47,45-59,Male,Maharashtra,Tier 2,7847.36,Business,5L-10L
5409,30,30-44,Female,Uttar Pradesh,Tier 1,18776.67,Professional,10L-20L
5410,25,18-29,Female,Uttar Pradesh,Tier 2,2935.47,Professional,5L-10L
5411,72,60+,Male,Maharashtra,Tier 3,620.24,Business,Below 5L
5412,28,18-29,Male,Delhi,Tier 1,1873.16,Salaried,Below 5L
5413,66,60+,Male,Karnataka,Tier 1,1177.47,Professional,Below 5L
5414,69,60+,Male,Delhi,Tier 2,8280.0,Salaried,5L-10L
5415,48,45-59,Male,Tamil Nadu,Tier 1,2664.62,Retired,5L-10L
5416,60,60+,Female,Delhi,Tier 3,11929.92,Professional,10L-20L
5417,28,18-29,Male,Karnataka,Tier 3,12762.35,Retired,10L-20L
5418,65,60+,Female,Maharashtra,Tier 2,2800.2,Professional,5L-10L
5419,24,18-29,Female,Maharashtra,Tier 3,5140.87,Salaried,5L-10L
5420,71,60+,Female,Gujarat,Tier 1,14927.29,Retired,10L-20L
5421,18,18-29,Male,Tamil Nadu,Tier 3,951.09,Business,Below 5L
5422,40,30-44,Male,Maharashtra,Tier 1,7912.64,Student,5L-10L
5423,49,45-59,Female,Delhi,Tier 2,751.24,Business,Below 5L
5424,32,30-44,Male,Gujarat,Tier 2,3431.8,Business,5L-10L
5425,35,30-44,Female,Gujarat,Tier 2,4091.89,Retired,5L-10L
5426,45,45-59,Male,West Bengal,Tier 2,4485.75,Retired,5L-10L
5427,31,30-44,Male,Tamil Nadu,Tier 2,9953.49,Business,5L-10L
5428,30,30-44,Female,Gujarat,Tier 1,1656.54,Retired,Below 5L
5429,73,60+,Male,Uttar Pradesh,Tier 3,3408.41,Business,5L-10L
5430,51,45-59,Female,Karnataka,Tier 2,2103.4,Professional,5L-10L
5431,37,30-44,Female,Delhi,Tier 1,4962.37,Student,5L-10L
5432,71,60+,Female,Gujarat,Tier 2,4583.89,Professional,5L-10L
5433,41,30-44,Male,Maharashtra,Tier 2,8245.06,Retired,5L-10L
5434,45,45-59,Male,Delhi,Tier 2,1477.01,Business,Below 5L
5435,28,18-29,Female,Tamil Nadu,Tier 1,8966.44,Professional,5L-10L
5436,68,60+,Female,Gujarat,Tier 3,2642.51,Business,5L-10L
5437,45,45-59,Male,Delhi,Tier 3,4704.91,Professional,5L-10L
5438,39,30-44,Male,Maharashtra,Tier 1,1796.44,Salaried,Below 5L
5439,47,45-59,Female,Gujarat,Tier 2,3745.67,Salaried,5L-10L
5440,55,45-59,Female,Tamil Nadu,Tier 2,1410.84,Salaried,Below 5L
5441,34,30-44,Female,Tamil Nadu,Tier 1,6279.96,Student,5L-10L
5442,39,30-44,Male,West Bengal,Tier 2,732.41,Professional,Below 5L
5443,18,18-29,Female,Tamil Nadu,Tier 2,5095.04,Retired,5L-10L
5444,74,60+,Female,Uttar Pradesh,Tier 1,7453.45,Professional,5L-10L
5445,37,30-44,Male,Gujarat,Tier 1,11173.09,Business,10L-20L
5446,22,18-29,Male,Gujarat,Tier 2,9009.41,Professional,5L-10L
5447,50,45-59,Male,Gujarat,Tier 2,11745.42,Professional,10L-20L
5448,62,60+,Male,Maharashtra,Tier 3,5265.58,Salaried,5L-10L
5449,18,18-29,Female,Uttar Pradesh,Tier 3,766.25,Business,Below 5L
5450,61,60+,Male,West Bengal,Tier 1,18129.4,Professional,10L-20L
5451,26,18-29,Male,Tamil Nadu,Tier 3,8026.69,Student,5L-10L
5452,49,45-59,Male,Delhi,Tier 2,4996.35,Retired,5L-10L
5453,71,60+,Male,Uttar Pradesh,Tier 2,3576.1,Salaried,5L-10L
5454,43,30-44,Male,Delhi,Tier 1,1013.12,Professional,Below 5L
5455,62,60+,Female,Gujarat,Tier 3,552.61,Business,Below 5L
5456,59,45-59,Female,Tamil Nadu,Tier 3,3356.26,Salaried,5L-10L
5457,65,60+,Female,West Bengal,Tier 1,18634.79,Salaried,10L-20L
5458,23,18-29,Female,Tamil Nadu,Tier 2,4229.99,Professional,5L-10L
5459,70,60+,Male,Gujarat,Tier 1,2990.25,Business,5L-10L
5460,71,60+,Female,Maharashtra,Tier 1,3537.15,Business,5L-10L
5461,47,45-59,Female,Delhi,Tier 1,2272.23,Student,5L-10L
5462,57,45-59,Female,Delhi,Tier 1,19305.29,Salaried,10L-20L
5463,40,30-44,Male,Karnataka,Tier 3,1214.92,Student,Below 5L
5464,56,45-59,Other,West Bengal,Tier 2,6439.99,Business,5L-10L
5465,42,30-44,Male,Gujarat,Tier 3,3502.57,Retired,5L-10L
5466,42,30-44,Male,Delhi,Tier 3,1327.67,Retired,Below 5L
5467,30,30-44,Female,West Bengal,Tier 1,4930.83,Retired,5L-10L
5468,42,30-44,Female,Delhi,Tier 2,5016.13,Professional,5L-10L
5469,34,30-44,Female,Maharashtra,Tier 1,1490.74,Professional,Below 5L
5470,61,60+,Female,Uttar Pradesh,Tier 1,3589.98,Business,5L-10L
5471,44,30-44,Male,Gujarat,Tier 1,11945.65,Student,10L-20L
5472,28,18-29,Female,Gujarat,Tier 3,1105.64,Professional,Below 5L
5473,23,18-29,Male,Uttar Pradesh,Tier 1,19051.24,Business,10L-20L
5474,32,30-44,Female,West Bengal,Tier 3,541.29,Retired,Below 5L
5475,54,45-59,Male,Uttar Pradesh,Tier 1,5375.1,Retired,5L-10L
5476,49,45-59,Male,Uttar Pradesh,Tier 1,4622.86,Salaried,5L-10L
5477,65,60+,Female,West Bengal,Tier 2,557.35,Student,Below 5L
5478,41,30-44,Male,Delhi,Tier 3,5342.77,Business,5L-10L
5479,28,18-29,Male,Delhi,Tier 2,8467.98,Business,5L-10L
5480,59,45-59,Male,West Bengal,Tier 1,801.18,Retired,Below 5L
5481,46,45-59,Male,Tamil Nadu,Tier 1,3983.29,Professional,5L-10L
5482,25,18-29,Female,Karnataka,Tier 3,7048.1,Professional,5L-10L
5483,73,60+,Male,Uttar Pradesh,Tier 1,8375.32,Business,5L-10L
5484,54,45-59,Female,Delhi,Tier 1,9152.46,Professional,5L-10L
5485,27,18-29,Male,Gujarat,Tier 1,925.5,Business,Below 5L
5486,27,18-29,Female,Tamil Nadu,Tier 3,5945.87,Salaried,5L-10L
5487,18,18-29,Female,West Bengal,Tier 3,6876.36,Professional,5L-10L
5488,62,60+,Male,Maharashtra,Tier 1,2106.22,Salaried,5L-10L
5489,69,60+,Male,Gujarat,Tier 1,18983.83,Student,10L-20L
5490,40,30-44,Male,Tamil Nadu,Tier 3,6834.82,Salaried,5L-10L
5491,35,30-44,Female,Uttar Pradesh,Tier 1,12948.78,Student,10L-20L
5492,40,30-44,Female,Gujarat,Tier 3,6422.03,Salaried,5L-10L
5493,22,18-29,Male,Uttar Pradesh,Tier 1,1196.71,Professional,Below 5L
5494,65,60+,Male,Gujarat,Tier 1,1999.53,Salaried,Below 5L
5495,55,45-59,Female,Gujarat,Tier 2,3252.21,Professional,5L-10L
5496,71,60+,Male,Delhi,Tier 1,3298.9,Business,5L-10L
5497,48,45-59,Male,Delhi,Tier 1,5686.74,Business,5L-10L
5498,70,60+,Female,Karnataka,Tier 1,4828.33,Student,5L-10L
5499,59,45-59,Female,Maharashtra,Tier 2,948.38,Retired,Below 5L
5500,56,45-59,Male,Maharashtra,Tier 3,9680.15,Salaried,5L-10L
5501,37,30-44,Male,Delhi,Tier 2,10098.56,Professional,10L-20L
5502,46,45-59,Female,Gujarat,Tier 2,10026.72,Retired,10L-20L
5503,65,60+,Male,Gujarat,Tier 2,1741.39,Business,Below 5L
5504,50,45-59,Other,West Bengal,Tier 2,2420.17,Professional,5L-10L
5505,74,60+,Female,Uttar Pradesh,Tier 2,7157.2,Professional,5L-10L
5506,56,45-59,Male,Tamil Nadu,Tier 1,3100.65,Retired,5L-10L
5507,49,45-59,Female,Uttar Pradesh,Tier 1,3466.16,Professional,5L-10L
5508,42,30-44,Female,Uttar Pradesh,Tier 2,5042.18,Retired,5L-10L
5509,61,60+,Male,Tamil Nadu,Tier 2,668.85,Salaried,Below 5L
5510,44,30-44,Male,Tamil Nadu,Tier 2,655.64,Salaried,Below 5L
5511,74,60+,Male,West Bengal,Tier 2,809.43,Salaried,Below 5L
5512,40,30-44,Male,Uttar Pradesh,Tier 1,1760.13,Business,Below 5L
5513,64,60+,Male,Maharashtra,Tier 1,20422.72,Retired,10L-20L
5514,19,18-29,Male,Maharashtra,Tier 1,1016.83,Salaried,Below 5L
5515,67,60+,Male,Tamil Nadu,Tier 2,11268.2,Business,10L-20L
5516,21,18-29,Male,Tamil Nadu,Tier 1,1138.83,Business,Below 5L
5517,42,30-44,Female,Tamil Nadu,Tier 1,7174.24,Business,5L-10L
5518,62,60+,Male,Maharashtra,Tier 1,5561.74,Salaried,5L-10L
5519,40,30-44,Female,Delhi,Tier 2,7011.36,Professional,5L-10L
5520,58,45-59,Male,Uttar Pradesh,Tier 1,953.26,Salaried,Below 5L
5521,53,45-59,Male,Uttar Pradesh,Tier 1,7468.03,Business,5L-10L
5522,58,45-59,Male,Uttar Pradesh,Tier 1,2478.05,Student,5L-10L
5523,40,30-44,Female,Uttar Pradesh,Tier 3,1950.52,Salaried,Below 5L
5524,73,60+,Female,Gujarat,Tier 2,5398.26,Salaried,5L-10L
5525,50,45-59,Female,Uttar Pradesh,Tier 2,1030.75,Professional,Below 5L
5526,74,60+,Female,Uttar Pradesh,Tier 1,1880.79,Salaried,Below 5L
5527,45,45-59,Male,Delhi,Tier 1,4523.61,Salaried,5L-10L
5528,25,18-29,Female,Maharashtra,Tier 1,8064.12,Business,5L-10L
5529,50,45-59,Female,Maharashtra,Tier 3,10659.43,Business,10L-20L
5530,46,45-59,Female,Tamil Nadu,Tier 1,3279.65,Student,5L-10L
5531,65,60+,Female,Delhi,Tier 2,19153.17,Business,10L-20L
5532,73,60+,Male,Maharashtra,Tier 1,7928.58,Retired,5L-10L
5533,32,30-44,Female,Karnataka,Tier 2,3074.82,Professional,5L-10L
5534,32,30-44,Female,Delhi,Tier 1,2983.79,Salaried,5L-10L
5535,54,45-59,Female,West Bengal,Tier 3,3397.52,Salaried,5L-10L
5536,36,30-44,Female,Delhi,Tier 3,7375.7,Retired,5L-10L
5537,73,60+,Male,West Bengal,Tier 3,2426.88,Professional,5L-10L
5538,60,60+,Female,Maharashtra,Tier 1,1039.32,Retired,Below 5L
5539,68,60+,Female,Gujarat,Tier 1,4637.24,Retired,5L-10L
5540,73,60+,Male,Maharashtra,Tier 3,5296.75,Professional,5L-10L
5541,38,30-44,Female,Delhi,Tier 1,14594.48,Salaried,10L-20L
5542,73,60+,Male,Karnataka,Tier 3,1222.81,Salaried,Below 5L
5543,52,45-59,Male,Delhi,Tier 1,4311.61,Professional,5L-10L
5544,43,30-44,Male,West Bengal,Tier 2,1718.79,Business,Below 5L
5545,71,60+,Female,Maharashtra,Tier 2,7557.94,Professional,5L-10L
5546,45,45-59,Male,Uttar Pradesh,Tier 2,2683.35,Retired,5L-10L
5547,39,30-44,Female,Tamil Nadu,Tier 3,5579.81,Retired,5L-10L
5548,53,45-59,Male,West Bengal,Tier 1,1446.15,Salaried,Below 5L
5549,70,60+,Male,Gujarat,Tier 3,4850.56,Professional,5L-10L
5550,33,30-44,Male,Delhi,Tier 2,576.94,Professional,Below 5L
5551,29,18-29,Male,Karnataka,Tier 1,9686.27,Salaried,5L-10L
5552,45,45-59,Male,Karnataka,Tier 1,4963.11,Retired,5L-10L
5553,24,18-29,Male,Karnataka,Tier 1,1745.57,Salaried,Below 5L
5554,50,45-59,Male,Gujarat,Tier 1,2536.48,Student,5L-10L
5555,41,30-44,Female,Uttar Pradesh,Tier 2,1312.45,Retired,Below 5L
5556,28,18-29,Female,Delhi,Tier 1,6089.14,Professional,5L-10L
5557,32,30-44,Male,Tamil Nadu,Tier 2,2847.41,Business,5L-10L
5558,36,30-44,Male,Maharashtra,Tier 1,15930.77,Business,10L-20L
5559,72,60+,Male,Uttar Pradesh,Tier 3,11754.26,Business,10L-20L
5560,32,30-44,Female,West Bengal,Tier 1,8914.08,Professional,5L-10L
5561,26,18-29,Female,Delhi,Tier 1,2038.76,Professional,5L-10L
5562,30,30-44,Female,Delhi,Tier 1,2222.44,Business,5L-10L
5563,67,60+,Male,Tamil Nadu,Tier 2,3128.46,Business,5L-10L
5564,46,45-59,Male,Gujarat,Tier 3,13022.23,Student,10L-20L
5565,43,30-44,Female,West Bengal,Tier 1,3709.22,Salaried,5L-10L
5566,40,30-44,Male,Maharashtra,Tier 1,1003.56,Business,Below 5L
5567,34,30-44,Male,Maharashtra,Tier 2,1828.42,Business,Below 5L
5568,22,18-29,Male,Maharashtra,Tier 1,743.9,Student,Below 5L
5569,33,30-44,Female,West Bengal,Tier 1,796.05,Salaried,Below 5L
5570,56,45-59,Male,Uttar Pradesh,Tier 3,13312.24,Business,10L-20L
5571,47,45-59,Female,Delhi,Tier 1,5298.43,Student,5L-10L
5572,38,30-44,Male,Tamil Nadu,Tier 1,1034.1,Retired,Below 5L
5573,22,18-29,Male,Tamil Nadu,Tier 1,4881.68,Salaried,5L-10L
5574,71,60+,Male,Gujarat,Tier 3,18264.53,Salaried,10L-20L
5575,43,30-44,Male,Tamil Nadu,Tier 3,576.53,Retired,Below 5L
5576,60,60+,Male,Tamil Nadu,Tier 1,7333.31,Business,5L-10L
5577,65,60+,Male,Maharashtra,Tier 3,1470.11,Retired,Below 5L
5578,47,45-59,Male,Gujarat,Tier 2,2866.82,Business,5L-10L
5579,39,30-44,Female,Tamil Nadu,Tier 1,1105.74,Business,Below 5L
5580,62,60+,Male,West Bengal,Tier 1,532.4,Student,Below 5L
5581,19,18-29,Female,Tamil Nadu,Tier 1,1029.2,Student,Below 5L
5582,61,60+,Male,Tamil Nadu,Tier 2,4752.31,Professional,5L-10L
5583,29,18-29,Male,Tamil Nadu,Tier 1,12067.92,Salaried,10L-20L
5584,59,45-59,Female,Maharashtra,Tier 1,608.87,Student,Below 5L
5585,44,30-44,Male,West Bengal,Tier 2,824.56,Salaried,Below 5L
5586,43,30-44,Male,West Bengal,Tier 2,1388.95,Business,Below 5L
5587,62,60+,Male,Delhi,Tier 1,18575.1,Student,10L-20L
5588,61,60+,Female,West Bengal,Tier 3,1432.98,Professional,Below 5L
5589,42,30-44,Female,West Bengal,Tier 1,3669.06,Business,5L-10L
5590,36,30-44,Female,Uttar Pradesh,Tier 3,713.82,Retired,Below 5L
5591,66,60+,Male,West Bengal,Tier 1,10008.42,Student,10L-20L
5592,44,30-44,Male,Gujarat,Tier 2,15238.63,Salaried,10L-20L
5593,65,60+,Male,Delhi,Tier 3,7557.57,Professional,5L-10L
5594,34,30-44,Female,Uttar Pradesh,Tier 3,4642.18,Professional,5L-10L
5595,74,60+,Female,Maharashtra,Tier 1,1930.83,Professional,Below 5L
5596,23,18-29,Male,Delhi,Tier 1,1485.45,Business,Below 5L
5597,40,30-44,Female,Uttar Pradesh,Tier 3,4124.23,Business,5L-10L
